round,hs_code,product_description,category,implementation_date,mfn_tariff_rate,additional_tariff_rate,total_tariff_rate,annual_import_value_millions,note
5,16604673,美国产肉、鱼、甲壳动物等的制品产品，规格型号604673,肉、鱼、甲壳动物等的制品,2019-06-01,3.2,20,23.2,140.94,针对美国加征关税升级的反制措施
5,83609509,美国产贱金属杂项制品产品，规格型号609509,贱金属杂项制品,2019-06-01,7.6,20,27.6,175.95,针对美国加征关税升级的反制措施
5,69493989,美国产陶瓷产品产品，规格型号493989,陶瓷产品,2019-06-01,6.5,10,16.5,115.36,针对美国加征关税升级的反制措施
5,49015571,美国产书籍、报纸、印刷图画及其他印刷品产品，规格型号015571,书籍、报纸、印刷图画及其他印刷品,2019-06-01,4.9,20,24.9,117.69,针对美国加征关税升级的反制措施
5,94484060,美国产家具、寝具、灯具等产品，规格型号484060,家具、寝具、灯具等,2019-06-01,6.1,20,26.1,121.43,针对美国加征关税升级的反制措施
5,05629667,美国产其他动物产品产品，规格型号629667,其他动物产品,2019-06-01,3.2,20,23.2,185.14,针对美国加征关税升级的反制措施
5,74652365,美国产铜及其制品产品，规格型号652365,铜及其制品,2019-06-01,7.2,20,27.2,45.29,针对美国加征关税升级的反制措施
5,38662644,美国产杂项化学产品产品，规格型号662644,杂项化学产品,2019-06-01,2.0,20,22.0,186.13,针对美国加征关税升级的反制措施
5,03904381,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号904381,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2019-06-01,3.2,5,8.2,114.54,针对美国加征关税升级的反制措施
5,69495840,美国产陶瓷产品产品，规格型号495840,陶瓷产品,2019-06-01,3.7,20,23.7,143.48,针对美国加征关税升级的反制措施
5,95564025,美国产玩具、游戏或运动用品及其零件产品，规格型号564025,玩具、游戏或运动用品及其零件,2019-06-01,3.6,20,23.6,163.09,针对美国加征关税升级的反制措施
5,20545973,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号545973,蔬菜、水果、坚果或植物其他部分的制品,2019-06-01,9.1,20,29.1,18.68,针对美国加征关税升级的反制措施
5,22552534,美国产饮料、酒及醋产品，规格型号552534,饮料、酒及醋,2019-06-01,8.8,25,33.8,5.56,针对美国加征关税升级的反制措施
5,20878304,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号878304,蔬菜、水果、坚果或植物其他部分的制品,2019-06-01,5.8,5,10.8,151.77,针对美国加征关税升级的反制措施
5,49152436,美国产书籍、报纸、印刷图画及其他印刷品产品，规格型号152436,书籍、报纸、印刷图画及其他印刷品,2019-06-01,4.6,25,29.6,95.65,针对美国加征关税升级的反制措施
5,76913919,美国产铝及其制品产品，规格型号913919,铝及其制品,2019-06-01,8.3,20,28.3,18.26,针对美国加征关税升级的反制措施
5,10535628,美国产谷物产品，规格型号535628,谷物,2019-06-01,5.5,20,25.5,118.92,针对美国加征关税升级的反制措施
5,55373603,美国产人造短纤维产品，规格型号373603,人造短纤维,2019-06-01,9.9,10,19.9,199.12,针对美国加征关税升级的反制措施
5,16949027,美国产肉、鱼、甲壳动物等的制品产品，规格型号949027,肉、鱼、甲壳动物等的制品,2019-06-01,7.0,25,32.0,113.85,针对美国加征关税升级的反制措施
5,38703077,美国产杂项化学产品产品，规格型号703077,杂项化学产品,2019-06-01,6.0,25,31.0,59.96,针对美国加征关税升级的反制措施
5,33135514,美国产精油、香料制品、化妆品或盥洗品产品，规格型号135514,精油、香料制品、化妆品或盥洗品,2019-06-01,4.3,5,9.3,146.4,针对美国加征关税升级的反制措施
5,38688077,美国产杂项化学产品产品，规格型号688077,杂项化学产品,2019-06-01,5.0,10,15.0,60.44,针对美国加征关税升级的反制措施
5,89127179,美国产船舶及浮动结构体产品，规格型号127179,船舶及浮动结构体,2019-06-01,4.6,25,29.6,63.38,针对美国加征关税升级的反制措施
5,82375089,美国产贱金属工具、器具、利口器、餐具及其零件产品，规格型号375089,贱金属工具、器具、利口器、餐具及其零件,2019-06-01,3.2,5,8.2,37.54,针对美国加征关税升级的反制措施
5,72565474,美国产钢铁产品，规格型号565474,钢铁,2019-06-01,6.3,25,31.3,128.53,针对美国加征关税升级的反制措施
5,15351864,美国产动植物油、脂及其分解产品产品，规格型号351864,动植物油、脂及其分解产品,2019-06-01,7.9,25,32.9,156.25,针对美国加征关税升级的反制措施
5,02241271,美国产猪肉，冷藏，带骨,肉及食用杂碎,2019-06-01,9.6,25,34.6,36.99,针对美国加征关税升级的反制措施
5,42216912,美国产皮革制品产品，规格型号216912,皮革制品,2019-06-01,7.3,20,27.3,119.66,针对美国加征关税升级的反制措施
5,64226113,美国产鞋靴、护腿和类似品及其零件产品，规格型号226113,鞋靴、护腿和类似品及其零件,2019-06-01,9.4,20,29.4,133.34,针对美国加征关税升级的反制措施
5,33100320,美国产精油、香料制品、化妆品或盥洗品产品，规格型号100320,精油、香料制品、化妆品或盥洗品,2019-06-01,6.4,5,11.4,47.17,针对美国加征关税升级的反制措施
5,82118652,美国产贱金属工具、器具、利口器、餐具及其零件产品，规格型号118652,贱金属工具、器具、利口器、餐具及其零件,2019-06-01,9.5,5,14.5,93.42,针对美国加征关税升级的反制措施
5,22714429,美国产饮料、酒及醋产品，规格型号714429,饮料、酒及醋,2019-06-01,7.2,5,12.2,177.36,针对美国加征关税升级的反制措施
5,29686465,美国产有机化学品产品，规格型号686465,有机化学品,2019-06-01,8.4,5,13.4,33.82,针对美国加征关税升级的反制措施
5,62606614,美国产非针织或非钩编的服装及衣着附件产品，规格型号606614,非针织或非钩编的服装及衣着附件,2019-06-01,7.9,20,27.9,17.98,针对美国加征关税升级的反制措施
5,27670474,美国产矿物燃料、矿物油及其产品产品，规格型号670474,矿物燃料、矿物油及其产品,2019-06-01,9.6,10,19.6,114.66,针对美国加征关税升级的反制措施
5,22772613,美国产饮料、酒及醋产品，规格型号772613,饮料、酒及醋,2019-06-01,9.8,25,34.8,51.45,针对美国加征关税升级的反制措施
5,16283256,美国产肉、鱼、甲壳动物等的制品产品，规格型号283256,肉、鱼、甲壳动物等的制品,2019-06-01,5.0,25,30.0,169.87,针对美国加征关税升级的反制措施
5,52918194,美国产棉花产品，规格型号918194,棉花,2019-06-01,6.4,5,11.4,195.59,针对美国加征关税升级的反制措施
5,86525309,美国产铁道车辆及其零件产品，规格型号525309,铁道车辆及其零件,2019-06-01,6.0,25,31.0,28.73,针对美国加征关税升级的反制措施
5,91472326,美国产钟表及其零件产品，规格型号472326,钟表及其零件,2019-06-01,5.0,25,30.0,10.54,针对美国加征关税升级的反制措施
5,38222838,美国产杂项化学产品产品，规格型号222838,杂项化学产品,2019-06-01,8.0,10,18.0,59.4,针对美国加征关税升级的反制措施
5,48435172,美国产纸及纸板产品，规格型号435172,纸及纸板,2019-06-01,8.6,20,28.6,86.79,针对美国加征关税升级的反制措施
5,87264410,美国产乘用车，排量为3743cc,车辆及其零件、附件,2019-06-01,8.8,20,28.8,105.0,针对美国加征关税升级的反制措施
5,05503959,美国产其他动物产品产品，规格型号503959,其他动物产品,2019-06-01,9.6,5,14.6,122.43,针对美国加征关税升级的反制措施
5,54968611,美国产人造丝产品，规格型号968611,人造丝,2019-06-01,8.2,10,18.2,116.38,针对美国加征关税升级的反制措施
5,70384236,美国产玻璃及其制品产品，规格型号384236,玻璃及其制品,2019-06-01,3.2,25,28.2,122.31,针对美国加征关税升级的反制措施
5,39323764,美国产塑料及其制品产品，规格型号323764,塑料及其制品,2019-06-01,9.7,25,34.7,82.5,针对美国加征关税升级的反制措施
5,54950561,美国产人造丝产品，规格型号950561,人造丝,2019-06-01,5.4,20,25.4,139.58,针对美国加征关税升级的反制措施
5,22193931,美国产饮料、酒及醋产品，规格型号193931,饮料、酒及醋,2019-06-01,8.9,10,18.9,165.93,针对美国加征关税升级的反制措施
5,29707613,美国产有机化学品产品，规格型号707613,有机化学品,2019-06-01,7.3,10,17.3,34.51,针对美国加征关税升级的反制措施
5,16130514,美国产肉、鱼、甲壳动物等的制品产品，规格型号130514,肉、鱼、甲壳动物等的制品,2019-06-01,3.3,10,13.3,185.44,针对美国加征关税升级的反制措施
5,27098115,美国产矿物燃料、矿物油及其产品产品，规格型号098115,矿物燃料、矿物油及其产品,2019-06-01,9.7,25,34.7,109.81,针对美国加征关税升级的反制措施
5,96287842,美国产杂项制品产品，规格型号287842,杂项制品,2019-06-01,5.9,25,30.9,5.27,针对美国加征关税升级的反制措施
5,28364465,美国产无机化学品产品，规格型号364465,无机化学品,2019-06-01,4.6,25,29.6,124.18,针对美国加征关税升级的反制措施
5,03944273,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号944273,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2019-06-01,4.2,20,24.2,71.51,针对美国加征关税升级的反制措施
5,20413008,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号413008,蔬菜、水果、坚果或植物其他部分的制品,2019-06-01,8.0,20,28.0,194.75,针对美国加征关税升级的反制措施
5,12782612,美国产大豆，用于饲料,油籽、子仁、工业用或药用植物、饲料,2019-06-01,7.8,5,12.8,108.17,针对美国加征关税升级的反制措施
5,65904388,美国产帽类及其零件产品，规格型号904388,帽类及其零件,2019-06-01,7.8,10,17.8,191.44,针对美国加征关税升级的反制措施
5,19989832,美国产谷物、面粉、淀粉或乳的制品产品，规格型号989832,谷物、面粉、淀粉或乳的制品,2019-06-01,2.1,10,12.1,45.08,针对美国加征关税升级的反制措施
5,68628705,美国产石料、石膏、水泥、石棉、云母或类似材料的制品产品，规格型号628705,石料、石膏、水泥、石棉、云母或类似材料的制品,2019-06-01,4.8,10,14.8,164.67,针对美国加征关税升级的反制措施
5,39066813,美国产塑料及其制品产品，规格型号066813,塑料及其制品,2019-06-01,4.4,10,14.4,82.43,针对美国加征关税升级的反制措施
5,06264841,美国产活树及其他活植物产品，规格型号264841,活树及其他活植物,2019-06-01,5.2,20,25.2,151.45,针对美国加征关税升级的反制措施
5,90227130,美国产光学、照相、医疗等设备及零件产品，规格型号227130,光学、照相、医疗等设备及零件,2019-06-01,6.7,10,16.7,149.36,针对美国加征关税升级的反制措施
5,42920786,美国产皮革制品产品，规格型号920786,皮革制品,2019-06-01,4.9,5,9.9,115.98,针对美国加征关税升级的反制措施
5,84909539,美国产发动机，用于商业,核反应堆、锅炉、机械器具及零件,2019-06-01,4.2,25,29.2,172.9,针对美国加征关税升级的反制措施
5,30588775,美国产药品产品，规格型号588775,药品,2019-06-01,4.3,10,14.3,49.33,针对美国加征关税升级的反制措施
5,64920383,美国产鞋靴、护腿和类似品及其零件产品，规格型号920383,鞋靴、护腿和类似品及其零件,2019-06-01,7.2,20,27.2,63.61,针对美国加征关税升级的反制措施
5,69774613,美国产陶瓷产品产品，规格型号774613,陶瓷产品,2019-06-01,9.8,25,34.8,57.69,针对美国加征关税升级的反制措施
5,40048753,美国产橡胶及其制品产品，规格型号048753,橡胶及其制品,2019-06-01,5.7,20,25.7,197.01,针对美国加征关税升级的反制措施
5,40102901,美国产橡胶及其制品产品，规格型号102901,橡胶及其制品,2019-06-01,7.9,25,32.9,193.29,针对美国加征关税升级的反制措施
5,85501977,美国产泵，用于商业,电机、电气设备及其零件,2019-06-01,6.2,10,16.2,146.75,针对美国加征关税升级的反制措施
5,76560193,美国产铝及其制品产品，规格型号560193,铝及其制品,2019-06-01,5.4,20,25.4,69.42,针对美国加征关税升级的反制措施
5,96010406,美国产杂项制品产品，规格型号010406,杂项制品,2019-06-01,6.3,10,16.3,191.56,针对美国加征关税升级的反制措施
5,22017369,美国产饮料、酒及醋产品，规格型号017369,饮料、酒及醋,2019-06-01,5.8,25,30.8,155.07,针对美国加征关税升级的反制措施
5,04748456,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号748456,乳品、禽蛋、天然蜂蜜等,2019-06-01,4.6,5,9.6,128.52,针对美国加征关税升级的反制措施
5,64588042,美国产鞋靴、护腿和类似品及其零件产品，规格型号588042,鞋靴、护腿和类似品及其零件,2019-06-01,6.1,10,16.1,32.43,针对美国加征关税升级的反制措施
5,96689799,美国产杂项制品产品，规格型号689799,杂项制品,2019-06-01,8.2,25,33.2,151.44,针对美国加征关税升级的反制措施
5,29137847,美国产有机化学品产品，规格型号137847,有机化学品,2019-06-01,4.2,10,14.2,130.15,针对美国加征关税升级的反制措施
5,52917869,美国产棉花产品，规格型号917869,棉花,2019-06-01,7.0,20,27.0,48.21,针对美国加征关税升级的反制措施
5,44489162,美国产木及木制品产品，规格型号489162,木及木制品,2019-06-01,9.8,10,19.8,107.03,针对美国加征关税升级的反制措施
5,20123032,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号123032,蔬菜、水果、坚果或植物其他部分的制品,2019-06-01,4.2,10,14.2,49.68,针对美国加征关税升级的反制措施
5,55086655,美国产人造短纤维产品，规格型号086655,人造短纤维,2019-06-01,5.2,5,10.2,166.18,针对美国加征关税升级的反制措施
5,84604705,美国产发动机，用于商业,核反应堆、锅炉、机械器具及零件,2019-06-01,9.0,10,19.0,51.74,针对美国加征关税升级的反制措施
5,86345916,美国产铁道车辆及其零件产品，规格型号345916,铁道车辆及其零件,2019-06-01,2.9,10,12.9,95.57,针对美国加征关税升级的反制措施
5,38466301,美国产杂项化学产品产品，规格型号466301,杂项化学产品,2019-06-01,6.7,5,11.7,84.48,针对美国加征关税升级的反制措施
5,65914468,美国产帽类及其零件产品，规格型号914468,帽类及其零件,2019-06-01,3.4,25,28.4,134.94,针对美国加征关税升级的反制措施
5,89414606,美国产船舶及浮动结构体产品，规格型号414606,船舶及浮动结构体,2019-06-01,4.8,25,29.8,195.42,针对美国加征关税升级的反制措施
5,29881406,美国产有机化学品产品，规格型号881406,有机化学品,2019-06-01,6.8,10,16.8,43.39,针对美国加征关税升级的反制措施
5,12644884,美国产葵花籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2019-06-01,3.4,20,23.4,70.43,针对美国加征关税升级的反制措施
5,39458405,美国产塑料及其制品产品，规格型号458405,塑料及其制品,2019-06-01,2.0,25,27.0,42.6,针对美国加征关税升级的反制措施
5,03038919,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号038919,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2019-06-01,9.1,10,19.1,136.16,针对美国加征关税升级的反制措施
5,72175474,美国产钢铁产品，规格型号175474,钢铁,2019-06-01,6.9,20,26.9,54.74,针对美国加征关税升级的反制措施
5,95806586,美国产玩具、游戏或运动用品及其零件产品，规格型号806586,玩具、游戏或运动用品及其零件,2019-06-01,8.1,25,33.1,149.6,针对美国加征关税升级的反制措施
5,29457953,美国产有机化学品产品，规格型号457953,有机化学品,2019-06-01,4.0,5,9.0,50.5,针对美国加征关税升级的反制措施
5,10951403,美国产谷物产品，规格型号951403,谷物,2019-06-01,6.8,20,26.8,114.1,针对美国加征关税升级的反制措施
5,02135327,美国产禽肉，冷藏，带骨,肉及食用杂碎,2019-06-01,8.6,10,18.6,176.6,针对美国加征关税升级的反制措施
5,70279415,美国产玻璃及其制品产品，规格型号279415,玻璃及其制品,2019-06-01,7.9,25,32.9,124.58,针对美国加征关税升级的反制措施
5,12823581,美国产大豆，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2019-06-01,8.2,25,33.2,4.1,针对美国加征关税升级的反制措施
5,61480938,美国产针织或钩编的服装及衣着附件产品，规格型号480938,针织或钩编的服装及衣着附件,2019-06-01,4.5,5,9.5,121.07,针对美国加征关税升级的反制措施
5,28056477,美国产无机化学品产品，规格型号056477,无机化学品,2019-06-01,5.8,25,30.8,7.27,针对美国加征关税升级的反制措施
5,65235414,美国产帽类及其零件产品，规格型号235414,帽类及其零件,2019-06-01,4.5,10,14.5,48.25,针对美国加征关税升级的反制措施
5,82128798,美国产贱金属工具、器具、利口器、餐具及其零件产品，规格型号128798,贱金属工具、器具、利口器、餐具及其零件,2019-06-01,6.3,20,26.3,19.53,针对美国加征关税升级的反制措施
5,70778499,美国产玻璃及其制品产品，规格型号778499,玻璃及其制品,2019-06-01,9.9,5,14.9,149.8,针对美国加征关税升级的反制措施
5,34232872,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号232872,肥皂、有机表面活性剂、洗涤剂等,2019-06-01,2.2,20,22.2,38.74,针对美国加征关税升级的反制措施
5,01499384,美国产活动物产品，规格型号499384,活动物,2019-06-01,7.4,5,12.4,60.71,针对美国加征关税升级的反制措施
5,34363922,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号363922,肥皂、有机表面活性剂、洗涤剂等,2019-06-01,5.4,10,15.4,80.8,针对美国加征关税升级的反制措施
5,05478212,美国产其他动物产品产品，规格型号478212,其他动物产品,2019-06-01,5.2,5,10.2,193.47,针对美国加征关税升级的反制措施
5,24739700,美国产烟草及烟草代用品的制品产品，规格型号739700,烟草及烟草代用品的制品,2019-06-01,4.0,10,14.0,188.41,针对美国加征关税升级的反制措施
5,27424556,美国产矿物燃料、矿物油及其产品产品，规格型号424556,矿物燃料、矿物油及其产品,2019-06-01,4.8,25,29.8,96.67,针对美国加征关税升级的反制措施
5,71174888,美国产天然或养殖珍珠、宝石或半宝石等产品，规格型号174888,天然或养殖珍珠、宝石或半宝石等,2019-06-01,7.4,25,32.4,103.76,针对美国加征关税升级的反制措施
5,83241388,美国产贱金属杂项制品产品，规格型号241388,贱金属杂项制品,2019-06-01,4.3,10,14.3,120.71,针对美国加征关税升级的反制措施
5,16812947,美国产肉、鱼、甲壳动物等的制品产品，规格型号812947,肉、鱼、甲壳动物等的制品,2019-06-01,4.2,10,14.2,75.56,针对美国加征关税升级的反制措施
5,33437413,美国产精油、香料制品、化妆品或盥洗品产品，规格型号437413,精油、香料制品、化妆品或盥洗品,2019-06-01,2.0,10,12.0,5.29,针对美国加征关税升级的反制措施
5,27175869,美国产矿物燃料、矿物油及其产品产品，规格型号175869,矿物燃料、矿物油及其产品,2019-06-01,4.8,5,9.8,93.81,针对美国加征关税升级的反制措施
5,42334307,美国产皮革制品产品，规格型号334307,皮革制品,2019-06-01,2.6,20,22.6,86.68,针对美国加征关税升级的反制措施
5,54873001,美国产人造丝产品，规格型号873001,人造丝,2019-06-01,3.7,5,8.7,149.87,针对美国加征关税升级的反制措施
5,22868491,美国产饮料、酒及醋产品，规格型号868491,饮料、酒及醋,2019-06-01,7.5,10,17.5,94.86,针对美国加征关税升级的反制措施
5,19554249,美国产谷物、面粉、淀粉或乳的制品产品，规格型号554249,谷物、面粉、淀粉或乳的制品,2019-06-01,2.7,5,7.7,98.14,针对美国加征关税升级的反制措施
5,59549893,美国产浸渍、涂布、包覆或层压的纺织物产品，规格型号549893,浸渍、涂布、包覆或层压的纺织物,2019-06-01,2.1,10,12.1,93.08,针对美国加征关税升级的反制措施
5,10556329,美国产谷物产品，规格型号556329,谷物,2019-06-01,2.1,10,12.1,55.86,针对美国加征关税升级的反制措施
5,68025054,美国产石料、石膏、水泥、石棉、云母或类似材料的制品产品，规格型号025054,石料、石膏、水泥、石棉、云母或类似材料的制品,2019-06-01,6.0,25,31.0,147.8,针对美国加征关税升级的反制措施
5,38652076,美国产杂项化学产品产品，规格型号652076,杂项化学产品,2019-06-01,6.8,25,31.8,144.81,针对美国加征关税升级的反制措施
5,03379034,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号379034,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2019-06-01,8.7,5,13.7,171.0,针对美国加征关税升级的反制措施
5,20765269,美国产蔬菜、水果、坚果或植物其他部分的制品产品，规格型号765269,蔬菜、水果、坚果或植物其他部分的制品,2019-06-01,9.5,10,19.5,181.38,针对美国加征关税升级的反制措施
5,62815836,美国产非针织或非钩编的服装及衣着附件产品，规格型号815836,非针织或非钩编的服装及衣着附件,2019-06-01,7.3,10,17.3,15.11,针对美国加征关税升级的反制措施
5,01670778,美国产活动物产品，规格型号670778,活动物,2019-06-01,2.1,20,22.1,105.45,针对美国加征关税升级的反制措施
5,89645222,美国产船舶及浮动结构体产品，规格型号645222,船舶及浮动结构体,2019-06-01,10.0,10,20.0,109.36,针对美国加征关税升级的反制措施
5,87258982,美国产货车，功率为1075cc,车辆及其零件、附件,2019-06-01,7.7,20,27.7,146.4,针对美国加征关税升级的反制措施
5,01235410,美国产活动物产品，规格型号235410,活动物,2019-06-01,7.6,5,12.6,21.74,针对美国加征关税升级的反制措施
5,38612586,美国产杂项化学产品产品，规格型号612586,杂项化学产品,2019-06-01,4.2,20,24.2,160.02,针对美国加征关税升级的反制措施
5,28106809,美国产无机化学品产品，规格型号106809,无机化学品,2019-06-01,3.7,25,28.7,175.09,针对美国加征关税升级的反制措施
5,62465772,美国产非针织或非钩编的服装及衣着附件产品，规格型号465772,非针织或非钩编的服装及衣着附件,2019-06-01,2.3,25,27.3,72.74,针对美国加征关税升级的反制措施
5,01396263,美国产活动物产品，规格型号396263,活动物,2019-06-01,8.4,25,33.4,87.57,针对美国加征关税升级的反制措施
5,89303006,美国产船舶及浮动结构体产品，规格型号303006,船舶及浮动结构体,2019-06-01,6.9,10,16.9,195.96,针对美国加征关税升级的反制措施
5,95590922,美国产玩具、游戏或运动用品及其零件产品，规格型号590922,玩具、游戏或运动用品及其零件,2019-06-01,9.9,20,29.9,81.28,针对美国加征关税升级的反制措施
5,10836850,美国产谷物产品，规格型号836850,谷物,2019-06-01,3.9,25,28.9,31.89,针对美国加征关税升级的反制措施
5,84953162,美国产阀门，用于商业,核反应堆、锅炉、机械器具及零件,2019-06-01,3.5,20,23.5,160.53,针对美国加征关税升级的反制措施
5,04000806,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号000806,乳品、禽蛋、天然蜂蜜等,2019-06-01,9.7,5,14.7,35.89,针对美国加征关税升级的反制措施
5,62649129,美国产非针织或非钩编的服装及衣着附件产品，规格型号649129,非针织或非钩编的服装及衣着附件,2019-06-01,5.6,10,15.6,46.12,针对美国加征关税升级的反制措施
5,04186668,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号186668,乳品、禽蛋、天然蜂蜜等,2019-06-01,6.9,25,31.9,43.95,针对美国加征关税升级的反制措施
5,19330549,美国产谷物、面粉、淀粉或乳的制品产品，规格型号330549,谷物、面粉、淀粉或乳的制品,2019-06-01,2.4,10,12.4,198.2,针对美国加征关税升级的反制措施
5,24204320,美国产烟草及烟草代用品的制品产品，规格型号204320,烟草及烟草代用品的制品,2019-06-01,2.4,20,22.4,39.45,针对美国加征关税升级的反制措施
5,19528942,美国产谷物、面粉、淀粉或乳的制品产品，规格型号528942,谷物、面粉、淀粉或乳的制品,2019-06-01,7.3,5,12.3,130.72,针对美国加征关税升级的反制措施
5,96230459,美国产杂项制品产品，规格型号230459,杂项制品,2019-06-01,6.2,5,11.2,167.94,针对美国加征关税升级的反制措施
5,40098267,美国产橡胶及其制品产品，规格型号098267,橡胶及其制品,2019-06-01,3.0,10,13.0,150.51,针对美国加征关税升级的反制措施
5,38428826,美国产杂项化学产品产品，规格型号428826,杂项化学产品,2019-06-01,5.2,10,15.2,105.41,针对美国加征关税升级的反制措施
5,84112445,美国产处理器，用于民用,核反应堆、锅炉、机械器具及零件,2019-06-01,8.5,20,28.5,82.83,针对美国加征关税升级的反制措施
5,01691990,美国产活动物产品，规格型号691990,活动物,2019-06-01,9.2,10,19.2,154.37,针对美国加征关税升级的反制措施
5,54864973,美国产人造丝产品，规格型号864973,人造丝,2019-06-01,7.3,10,17.3,171.25,针对美国加征关税升级的反制措施
5,03776045,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号776045,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2019-06-01,8.4,20,28.4,28.15,针对美国加征关税升级的反制措施
5,44027271,美国产木及木制品产品，规格型号027271,木及木制品,2019-06-01,6.3,10,16.3,166.89,针对美国加征关税升级的反制措施
5,82566742,美国产贱金属工具、器具、利口器、餐具及其零件产品，规格型号566742,贱金属工具、器具、利口器、餐具及其零件,2019-06-01,6.8,20,26.8,103.72,针对美国加征关税升级的反制措施
5,01852339,美国产活动物产品，规格型号852339,活动物,2019-06-01,4.7,20,24.7,104.29,针对美国加征关税升级的反制措施
5,73043239,美国产钢铁制品产品，规格型号043239,钢铁制品,2019-06-01,6.3,20,26.3,107.88,针对美国加征关税升级的反制措施
5,44701028,美国产木及木制品产品，规格型号701028,木及木制品,2019-06-01,7.6,20,27.6,19.53,针对美国加征关税升级的反制措施
5,02021239,美国产禽肉，冷冻，带骨,肉及食用杂碎,2019-06-01,4.2,20,24.2,177.58,针对美国加征关税升级的反制措施
5,83402372,美国产贱金属杂项制品产品，规格型号402372,贱金属杂项制品,2019-06-01,9.5,25,34.5,136.39,针对美国加征关税升级的反制措施
5,85160783,美国产存储器，用于商业,电机、电气设备及其零件,2019-06-01,7.3,20,27.3,32.09,针对美国加征关税升级的反制措施
5,85027299,美国产泵，用于工业,电机、电气设备及其零件,2019-06-01,3.7,25,28.7,73.76,针对美国加征关税升级的反制措施
5,71198410,美国产天然或养殖珍珠、宝石或半宝石等产品，规格型号198410,天然或养殖珍珠、宝石或半宝石等,2019-06-01,3.1,10,13.1,37.05,针对美国加征关税升级的反制措施
5,30761735,美国产药品产品，规格型号761735,药品,2019-06-01,6.5,10,16.5,46.97,针对美国加征关税升级的反制措施
5,16402457,美国产肉、鱼、甲壳动物等的制品产品，规格型号402457,肉、鱼、甲壳动物等的制品,2019-06-01,8.5,25,33.5,176.18,针对美国加征关税升级的反制措施
5,83828191,美国产贱金属杂项制品产品，规格型号828191,贱金属杂项制品,2019-06-01,4.1,25,29.1,127.82,针对美国加征关税升级的反制措施
5,63344929,美国产其他纺织制成品产品，规格型号344929,其他纺织制成品,2019-06-01,2.7,10,12.7,49.55,针对美国加征关税升级的反制措施
5,49694143,美国产书籍、报纸、印刷图画及其他印刷品产品，规格型号694143,书籍、报纸、印刷图画及其他印刷品,2019-06-01,8.4,5,13.4,197.61,针对美国加征关税升级的反制措施
5,42699406,美国产皮革制品产品，规格型号699406,皮革制品,2019-06-01,5.6,10,15.6,187.71,针对美国加征关税升级的反制措施
5,34782475,美国产肥皂、有机表面活性剂、洗涤剂等产品，规格型号782475,肥皂、有机表面活性剂、洗涤剂等,2019-06-01,4.6,10,14.6,143.64,针对美国加征关税升级的反制措施
5,60250463,美国产针织或钩编织物产品，规格型号250463,针织或钩编织物,2019-06-01,7.8,20,27.8,183.79,针对美国加征关税升级的反制措施
5,60230775,美国产针织或钩编织物产品，规格型号230775,针织或钩编织物,2019-06-01,8.7,25,33.7,72.6,针对美国加征关税升级的反制措施
5,49741378,美国产书籍、报纸、印刷图画及其他印刷品产品，规格型号741378,书籍、报纸、印刷图画及其他印刷品,2019-06-01,9.0,25,34.0,58.89,针对美国加征关税升级的反制措施
5,19068166,美国产谷物、面粉、淀粉或乳的制品产品，规格型号068166,谷物、面粉、淀粉或乳的制品,2019-06-01,6.3,25,31.3,51.03,针对美国加征关税升级的反制措施
5,28709845,美国产无机化学品产品，规格型号709845,无机化学品,2019-06-01,7.3,25,32.3,40.63,针对美国加征关税升级的反制措施
5,76414614,美国产铝及其制品产品，规格型号414614,铝及其制品,2019-06-01,9.6,5,14.6,22.43,针对美国加征关税升级的反制措施
5,52936588,美国产棉花产品，规格型号936588,棉花,2019-06-01,8.8,5,13.8,145.5,针对美国加征关税升级的反制措施
5,86602016,美国产铁道车辆及其零件产品，规格型号602016,铁道车辆及其零件,2019-06-01,9.1,10,19.1,159.36,针对美国加征关税升级的反制措施
5,01702990,美国产活动物产品，规格型号702990,活动物,2019-06-01,8.4,25,33.4,149.65,针对美国加征关税升级的反制措施
5,19600381,美国产谷物、面粉、淀粉或乳的制品产品，规格型号600381,谷物、面粉、淀粉或乳的制品,2019-06-01,8.2,20,28.2,186.05,针对美国加征关税升级的反制措施
