round,hs_code,product_description,category,implementation_date,initial_tariff_rate,current_tariff_rate,annual_trade_value_millions,tariff_escalation_date
3,9491344835,家具、寝具、灯具等相关产品，规格型号91344835,家具、寝具、灯具等,2018-09-24,10,25,16.37,2019-05-10
3,9428777522,家具、寝具、灯具等相关产品，规格型号28777522,家具、寝具、灯具等,2018-09-24,10,25,63.83,2019-05-10
3,6431387867,鞋靴、护腿和类似品及其零件相关产品，规格型号31387867,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,38.09,2019-05-10
3,6385051376,男式的上衣,其他纺织制成品,2018-09-24,10,25,32.58,2019-05-10
3,8505067609,电气设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,62.85,2019-05-10
3,6118960480,女式的裙子,针织或钩编的服装及衣着附件,2018-09-24,10,25,34.85,2019-05-10
3,6151944623,男式的外套,针织或钩编的服装及衣着附件,2018-09-24,10,25,49.65,2019-05-10
3,6241567024,儿童的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,8.53,2019-05-10
3,8516722789,电气设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,57.86,2019-05-10
3,8546128532,通信设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,17.89,2019-05-10
3,6253620318,男式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,75.22,2019-05-10
3,4866112528,纸及纸板相关产品，规格型号66112528,纸及纸板,2018-09-24,10,25,38.44,2019-05-10
3,8553387748,电气设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,43.14,2019-05-10
3,4823264701,纸及纸板相关产品，规格型号23264701,纸及纸板,2018-09-24,10,25,39.91,2019-05-10
3,4204829438,皮革制品相关产品，规格型号04829438,皮革制品,2018-09-24,10,25,62.76,2019-05-10
3,3953855365,塑料及其制品相关产品，规格型号53855365,塑料及其制品,2018-09-24,10,25,22.49,2019-05-10
3,6408573455,鞋靴、护腿和类似品及其零件相关产品，规格型号08573455,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,63.99,2019-05-10
3,8532160718,电气设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,4.84,2019-05-10
3,8454160671,商用用机械，重量不超过196单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,78.95,2019-05-10
3,3930434120,塑料及其制品相关产品，规格型号30434120,塑料及其制品,2018-09-24,10,25,70.83,2019-05-10
3,4881321983,纸及纸板相关产品，规格型号81321983,纸及纸板,2018-09-24,10,25,56.0,2019-05-10
3,3987176519,塑料及其制品相关产品，规格型号87176519,塑料及其制品,2018-09-24,10,25,73.04,2019-05-10
3,9456680127,家具、寝具、灯具等相关产品，规格型号56680127,家具、寝具、灯具等,2018-09-24,10,25,4.56,2019-05-10
3,4248416556,皮革制品相关产品，规格型号48416556,皮革制品,2018-09-24,10,25,5.81,2019-05-10
3,4403910557,木及木制品相关产品，规格型号03910557,木及木制品,2018-09-24,10,25,44.4,2019-05-10
3,4452375416,木及木制品相关产品，规格型号52375416,木及木制品,2018-09-24,10,25,78.51,2019-05-10
3,6335608114,儿童的外套,其他纺织制成品,2018-09-24,10,25,53.31,2019-05-10
3,8590097397,电气设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,82.79,2019-05-10
3,7373108282,钢铁制品相关产品，规格型号73108282,钢铁制品,2018-09-24,10,25,47.19,2019-05-10
3,7372358357,钢铁制品相关产品，规格型号72358357,钢铁制品,2018-09-24,10,25,26.72,2019-05-10
3,4884356539,纸及纸板相关产品，规格型号84356539,纸及纸板,2018-09-24,10,25,62.35,2019-05-10
3,4824026418,纸及纸板相关产品，规格型号24026418,纸及纸板,2018-09-24,10,25,1.57,2019-05-10
3,4840369421,纸及纸板相关产品，规格型号40369421,纸及纸板,2018-09-24,10,25,13.15,2019-05-10
3,4244645187,皮革制品相关产品，规格型号44645187,皮革制品,2018-09-24,10,25,18.08,2019-05-10
3,8527737906,通信设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,44.82,2019-05-10
3,6393428579,男式的外套,其他纺织制成品,2018-09-24,10,25,77.47,2019-05-10
3,4485608621,木及木制品相关产品，规格型号85608621,木及木制品,2018-09-24,10,25,36.11,2019-05-10
3,9460296036,家具、寝具、灯具等相关产品，规格型号60296036,家具、寝具、灯具等,2018-09-24,10,25,67.32,2019-05-10
3,4244231559,皮革制品相关产品，规格型号44231559,皮革制品,2018-09-24,10,25,54.33,2019-05-10
3,6141472882,男式的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,20.9,2019-05-10
3,4442187282,木及木制品相关产品，规格型号42187282,木及木制品,2018-09-24,10,25,56.51,2019-05-10
3,6445511994,鞋靴、护腿和类似品及其零件相关产品，规格型号45511994,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,62.88,2019-05-10
3,7386305357,钢铁制品相关产品，规格型号86305357,钢铁制品,2018-09-24,10,25,95.34,2019-05-10
3,9453621430,家具、寝具、灯具等相关产品，规格型号53621430,家具、寝具、灯具等,2018-09-24,10,25,40.47,2019-05-10
3,4267457726,皮革制品相关产品，规格型号67457726,皮革制品,2018-09-24,10,25,81.81,2019-05-10
3,6153387628,男式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,56.53,2019-05-10
3,9444928320,家具、寝具、灯具等相关产品，规格型号44928320,家具、寝具、灯具等,2018-09-24,10,25,0.79,2019-05-10
3,7356911895,钢铁制品相关产品，规格型号56911895,钢铁制品,2018-09-24,10,25,47.43,2019-05-10
3,6292409405,男式的T恤,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,90.6,2019-05-10
3,3990138643,塑料及其制品相关产品，规格型号90138643,塑料及其制品,2018-09-24,10,25,93.13,2019-05-10
3,7358404312,钢铁制品相关产品，规格型号58404312,钢铁制品,2018-09-24,10,25,51.64,2019-05-10
3,8488714089,农业用机械，功率不超过152单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,10.49,2019-05-10
3,6490318732,鞋靴、护腿和类似品及其零件相关产品，规格型号90318732,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,1.43,2019-05-10
3,8426882758,商用用机械，重量不超过962单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,20.38,2019-05-10
3,4269276299,皮革制品相关产品，规格型号69276299,皮革制品,2018-09-24,10,25,51.27,2019-05-10
3,9483170385,家具、寝具、灯具等相关产品，规格型号83170385,家具、寝具、灯具等,2018-09-24,10,25,32.84,2019-05-10
3,4858219787,纸及纸板相关产品，规格型号58219787,纸及纸板,2018-09-24,10,25,16.49,2019-05-10
3,6420337985,鞋靴、护腿和类似品及其零件相关产品，规格型号20337985,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,44.65,2019-05-10
3,4805253981,纸及纸板相关产品，规格型号05253981,纸及纸板,2018-09-24,10,25,6.29,2019-05-10
3,9422000004,家具、寝具、灯具等相关产品，规格型号22000004,家具、寝具、灯具等,2018-09-24,10,25,29.41,2019-05-10
3,8533874297,电气设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,37.45,2019-05-10
3,6247013795,男式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,19.0,2019-05-10
3,8528342106,电气设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,60.98,2019-05-10
3,6419675184,鞋靴、护腿和类似品及其零件相关产品，规格型号19675184,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,62.55,2019-05-10
3,6112742134,女式的裙子,针织或钩编的服装及衣着附件,2018-09-24,10,25,32.28,2019-05-10
3,3918642129,塑料及其制品相关产品，规格型号18642129,塑料及其制品,2018-09-24,10,25,80.91,2019-05-10
3,9447732733,家具、寝具、灯具等相关产品，规格型号47732733,家具、寝具、灯具等,2018-09-24,10,25,71.66,2019-05-10
3,6435788974,鞋靴、护腿和类似品及其零件相关产品，规格型号35788974,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,17.91,2019-05-10
3,4840733914,纸及纸板相关产品，规格型号40733914,纸及纸板,2018-09-24,10,25,69.76,2019-05-10
3,8588757108,电气设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,15.78,2019-05-10
3,8544557396,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,53.97,2019-05-10
3,4478858593,木及木制品相关产品，规格型号78858593,木及木制品,2018-09-24,10,25,17.84,2019-05-10
3,6308038548,儿童的T恤,其他纺织制成品,2018-09-24,10,25,76.06,2019-05-10
3,6434675627,鞋靴、护腿和类似品及其零件相关产品，规格型号34675627,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,7.42,2019-05-10
3,6484662826,鞋靴、护腿和类似品及其零件相关产品，规格型号84662826,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,62.11,2019-05-10
3,6445313944,鞋靴、护腿和类似品及其零件相关产品，规格型号45313944,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,90.28,2019-05-10
3,4402564536,木及木制品相关产品，规格型号02564536,木及木制品,2018-09-24,10,25,14.69,2019-05-10
3,3934642817,塑料及其制品相关产品，规格型号34642817,塑料及其制品,2018-09-24,10,25,14.24,2019-05-10
3,4451438297,木及木制品相关产品，规格型号51438297,木及木制品,2018-09-24,10,25,13.91,2019-05-10
3,8569746747,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,11.0,2019-05-10
3,9440356688,家具、寝具、灯具等相关产品，规格型号40356688,家具、寝具、灯具等,2018-09-24,10,25,33.94,2019-05-10
3,9426145035,家具、寝具、灯具等相关产品，规格型号26145035,家具、寝具、灯具等,2018-09-24,10,25,21.14,2019-05-10
3,8503834996,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,81.76,2019-05-10
3,6281621393,男式的裤子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,58.72,2019-05-10
3,6103819697,儿童的裙子,针织或钩编的服装及衣着附件,2018-09-24,10,25,6.73,2019-05-10
3,4864758689,纸及纸板相关产品，规格型号64758689,纸及纸板,2018-09-24,10,25,37.66,2019-05-10
3,7342261368,钢铁制品相关产品，规格型号42261368,钢铁制品,2018-09-24,10,25,84.08,2019-05-10
3,6108634846,男式的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,89.73,2019-05-10
3,9490276927,家具、寝具、灯具等相关产品，规格型号90276927,家具、寝具、灯具等,2018-09-24,10,25,61.62,2019-05-10
3,3966059737,塑料及其制品相关产品，规格型号66059737,塑料及其制品,2018-09-24,10,25,56.72,2019-05-10
3,9429809994,家具、寝具、灯具等相关产品，规格型号29809994,家具、寝具、灯具等,2018-09-24,10,25,97.7,2019-05-10
3,8533411869,电子设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,81.09,2019-05-10
3,7394523306,钢铁制品相关产品，规格型号94523306,钢铁制品,2018-09-24,10,25,40.16,2019-05-10
3,6468749753,鞋靴、护腿和类似品及其零件相关产品，规格型号68749753,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,45.07,2019-05-10
3,7373180149,钢铁制品相关产品，规格型号73180149,钢铁制品,2018-09-24,10,25,24.17,2019-05-10
3,6449963982,鞋靴、护腿和类似品及其零件相关产品，规格型号49963982,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,7.46,2019-05-10
3,9437310111,家具、寝具、灯具等相关产品，规格型号37310111,家具、寝具、灯具等,2018-09-24,10,25,72.78,2019-05-10
3,9415081892,家具、寝具、灯具等相关产品，规格型号15081892,家具、寝具、灯具等,2018-09-24,10,25,3.51,2019-05-10
3,3986478588,塑料及其制品相关产品，规格型号86478588,塑料及其制品,2018-09-24,10,25,72.87,2019-05-10
3,4893326207,纸及纸板相关产品，规格型号93326207,纸及纸板,2018-09-24,10,25,24.76,2019-05-10
3,9423313027,家具、寝具、灯具等相关产品，规格型号23313027,家具、寝具、灯具等,2018-09-24,10,25,4.19,2019-05-10
3,7360037397,钢铁制品相关产品，规格型号60037397,钢铁制品,2018-09-24,10,25,14.23,2019-05-10
3,6194014327,儿童的外套,针织或钩编的服装及衣着附件,2018-09-24,10,25,43.52,2019-05-10
3,6349334891,男式的T恤,其他纺织制成品,2018-09-24,10,25,87.99,2019-05-10
3,8551807270,电气设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,68.36,2019-05-10
3,4859328560,纸及纸板相关产品，规格型号59328560,纸及纸板,2018-09-24,10,25,93.68,2019-05-10
3,6158697850,儿童的裙子,针织或钩编的服装及衣着附件,2018-09-24,10,25,10.88,2019-05-10
3,6495150029,鞋靴、护腿和类似品及其零件相关产品，规格型号95150029,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,18.96,2019-05-10
3,3947703282,塑料及其制品相关产品，规格型号47703282,塑料及其制品,2018-09-24,10,25,45.68,2019-05-10
3,6153123326,女式的外套,针织或钩编的服装及衣着附件,2018-09-24,10,25,15.32,2019-05-10
3,6445809708,鞋靴、护腿和类似品及其零件相关产品，规格型号45809708,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,67.47,2019-05-10
3,4847249361,纸及纸板相关产品，规格型号47249361,纸及纸板,2018-09-24,10,25,57.42,2019-05-10
3,6313407994,男式的上衣,其他纺织制成品,2018-09-24,10,25,58.3,2019-05-10
3,4881344460,纸及纸板相关产品，规格型号81344460,纸及纸板,2018-09-24,10,25,2.74,2019-05-10
3,8547798642,电子设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,45.75,2019-05-10
3,7330515366,钢铁制品相关产品，规格型号30515366,钢铁制品,2018-09-24,10,25,10.81,2019-05-10
3,6357326796,男式的上衣,其他纺织制成品,2018-09-24,10,25,32.19,2019-05-10
3,8496242770,工业用设备，尺寸不超过684单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,5.51,2019-05-10
3,4859076963,纸及纸板相关产品，规格型号59076963,纸及纸板,2018-09-24,10,25,29.38,2019-05-10
3,3982407669,塑料及其制品相关产品，规格型号82407669,塑料及其制品,2018-09-24,10,25,28.19,2019-05-10
3,7384869737,钢铁制品相关产品，规格型号84869737,钢铁制品,2018-09-24,10,25,75.59,2019-05-10
3,4496566147,木及木制品相关产品，规格型号96566147,木及木制品,2018-09-24,10,25,52.29,2019-05-10
3,9473964881,家具、寝具、灯具等相关产品，规格型号73964881,家具、寝具、灯具等,2018-09-24,10,25,1.54,2019-05-10
3,4865672334,纸及纸板相关产品，规格型号65672334,纸及纸板,2018-09-24,10,25,4.68,2019-05-10
3,9437529548,家具、寝具、灯具等相关产品，规格型号37529548,家具、寝具、灯具等,2018-09-24,10,25,10.12,2019-05-10
3,6162673064,男式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,55.01,2019-05-10
3,6239259828,儿童的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,70.91,2019-05-10
3,6458999466,鞋靴、护腿和类似品及其零件相关产品，规格型号58999466,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,44.04,2019-05-10
3,4440789037,木及木制品相关产品，规格型号40789037,木及木制品,2018-09-24,10,25,11.68,2019-05-10
3,9497058633,家具、寝具、灯具等相关产品，规格型号97058633,家具、寝具、灯具等,2018-09-24,10,25,12.5,2019-05-10
3,4226087584,皮革制品相关产品，规格型号26087584,皮革制品,2018-09-24,10,25,35.83,2019-05-10
3,4424573853,木及木制品相关产品，规格型号24573853,木及木制品,2018-09-24,10,25,49.6,2019-05-10
3,7318445314,钢铁制品相关产品，规格型号18445314,钢铁制品,2018-09-24,10,25,32.47,2019-05-10
3,3956351140,塑料及其制品相关产品，规格型号56351140,塑料及其制品,2018-09-24,10,25,89.11,2019-05-10
3,8549067913,电气设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,34.04,2019-05-10
3,6200080791,儿童的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,52.01,2019-05-10
3,6497487296,鞋靴、护腿和类似品及其零件相关产品，规格型号97487296,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,24.23,2019-05-10
3,6288788409,女式的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,34.97,2019-05-10
3,6379703869,儿童的外套,其他纺织制成品,2018-09-24,10,25,0.65,2019-05-10
3,6412462558,鞋靴、护腿和类似品及其零件相关产品，规格型号12462558,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,14.34,2019-05-10
3,6303373010,女式的上衣,其他纺织制成品,2018-09-24,10,25,44.51,2019-05-10
3,8493698193,农业用机械，功率不超过322单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,86.47,2019-05-10
3,6202159439,女式的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,69.83,2019-05-10
3,8413480338,农业用设备，功率不超过49单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,82.46,2019-05-10
3,9404215466,家具、寝具、灯具等相关产品，规格型号04215466,家具、寝具、灯具等,2018-09-24,10,25,50.34,2019-05-10
3,7344849195,钢铁制品相关产品，规格型号44849195,钢铁制品,2018-09-24,10,25,20.56,2019-05-10
3,7355352533,钢铁制品相关产品，规格型号55352533,钢铁制品,2018-09-24,10,25,77.04,2019-05-10
3,6203897718,男式的裤子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,92.57,2019-05-10
3,8437394975,工业用机械，重量不超过496单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,2.33,2019-05-10
3,8402486363,商用用机械，重量不超过447单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,14.97,2019-05-10
3,4414895758,木及木制品相关产品，规格型号14895758,木及木制品,2018-09-24,10,25,7.89,2019-05-10
3,8571294961,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,72.3,2019-05-10
3,4440986811,木及木制品相关产品，规格型号40986811,木及木制品,2018-09-24,10,25,73.74,2019-05-10
3,4476489507,木及木制品相关产品，规格型号76489507,木及木制品,2018-09-24,10,25,88.42,2019-05-10
3,6319455397,儿童的裤子,其他纺织制成品,2018-09-24,10,25,96.03,2019-05-10
3,6413689220,鞋靴、护腿和类似品及其零件相关产品，规格型号13689220,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,83.67,2019-05-10
3,3960990589,塑料及其制品相关产品，规格型号60990589,塑料及其制品,2018-09-24,10,25,18.19,2019-05-10
3,3971610301,塑料及其制品相关产品，规格型号71610301,塑料及其制品,2018-09-24,10,25,85.27,2019-05-10
3,4205128205,皮革制品相关产品，规格型号05128205,皮革制品,2018-09-24,10,25,7.83,2019-05-10
3,4208449647,皮革制品相关产品，规格型号08449647,皮革制品,2018-09-24,10,25,77.89,2019-05-10
3,6361251312,男式的上衣,其他纺织制成品,2018-09-24,10,25,46.23,2019-05-10
3,4254294164,皮革制品相关产品，规格型号54294164,皮革制品,2018-09-24,10,25,52.32,2019-05-10
3,6257388269,儿童的上衣,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,82.21,2019-05-10
3,6398674949,儿童的T恤,其他纺织制成品,2018-09-24,10,25,33.35,2019-05-10
3,6488230794,鞋靴、护腿和类似品及其零件相关产品，规格型号88230794,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,12.59,2019-05-10
3,6239107566,男式的裤子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,75.88,2019-05-10
3,6479397577,鞋靴、护腿和类似品及其零件相关产品，规格型号79397577,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,42.17,2019-05-10
3,4243359380,皮革制品相关产品，规格型号43359380,皮革制品,2018-09-24,10,25,22.08,2019-05-10
3,6171702922,男式的裤子,针织或钩编的服装及衣着附件,2018-09-24,10,25,13.67,2019-05-10
3,4224301067,皮革制品相关产品，规格型号24301067,皮革制品,2018-09-24,10,25,71.11,2019-05-10
3,6175834700,儿童的T恤,针织或钩编的服装及衣着附件,2018-09-24,10,25,26.26,2019-05-10
3,8420157871,商用用机械，尺寸不超过736单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,8.92,2019-05-10
3,8473824413,农业用机械，功率不超过41单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,63.06,2019-05-10
3,6238331561,男式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,93.74,2019-05-10
3,4293064764,皮革制品相关产品，规格型号93064764,皮革制品,2018-09-24,10,25,44.9,2019-05-10
3,6475025581,鞋靴、护腿和类似品及其零件相关产品，规格型号75025581,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,80.61,2019-05-10
3,3916883808,塑料及其制品相关产品，规格型号16883808,塑料及其制品,2018-09-24,10,25,14.39,2019-05-10
3,4833618438,纸及纸板相关产品，规格型号33618438,纸及纸板,2018-09-24,10,25,76.03,2019-05-10
3,4840832229,纸及纸板相关产品，规格型号40832229,纸及纸板,2018-09-24,10,25,85.89,2019-05-10
3,6221580879,女式的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,0.68,2019-05-10
3,8404347529,商用用器具，功率不超过905单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,64.67,2019-05-10
3,6134410635,儿童的上衣,针织或钩编的服装及衣着附件,2018-09-24,10,25,16.67,2019-05-10
3,4451752822,木及木制品相关产品，规格型号51752822,木及木制品,2018-09-24,10,25,71.69,2019-05-10
3,8486514531,工业用设备，功率不超过717单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,91.11,2019-05-10
3,9417550151,家具、寝具、灯具等相关产品，规格型号17550151,家具、寝具、灯具等,2018-09-24,10,25,92.56,2019-05-10
3,7376452802,钢铁制品相关产品，规格型号76452802,钢铁制品,2018-09-24,10,25,1.09,2019-05-10
3,6480478261,鞋靴、护腿和类似品及其零件相关产品，规格型号80478261,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,16.63,2019-05-10
3,8422731706,工业用设备，重量不超过764单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,3.04,2019-05-10
3,4291842017,皮革制品相关产品，规格型号91842017,皮革制品,2018-09-24,10,25,83.18,2019-05-10
3,6461213196,鞋靴、护腿和类似品及其零件相关产品，规格型号61213196,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,79.85,2019-05-10
3,6280539792,女式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,24.11,2019-05-10
3,3954520395,塑料及其制品相关产品，规格型号54520395,塑料及其制品,2018-09-24,10,25,22.94,2019-05-10
3,9422375839,家具、寝具、灯具等相关产品，规格型号22375839,家具、寝具、灯具等,2018-09-24,10,25,24.29,2019-05-10
3,9455150655,家具、寝具、灯具等相关产品，规格型号55150655,家具、寝具、灯具等,2018-09-24,10,25,46.02,2019-05-10
3,8455526964,商用用设备，功率不超过715单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,19.88,2019-05-10
3,7332164891,钢铁制品相关产品，规格型号32164891,钢铁制品,2018-09-24,10,25,62.71,2019-05-10
3,8558183413,电气设备，用于通信,电机、电气设备及其零件,2018-09-24,10,25,98.88,2019-05-10
3,7369139484,钢铁制品相关产品，规格型号69139484,钢铁制品,2018-09-24,10,25,67.55,2019-05-10
3,3981247467,塑料及其制品相关产品，规格型号81247467,塑料及其制品,2018-09-24,10,25,66.95,2019-05-10
3,7320929322,钢铁制品相关产品，规格型号20929322,钢铁制品,2018-09-24,10,25,52.33,2019-05-10
3,6471317900,鞋靴、护腿和类似品及其零件相关产品，规格型号71317900,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,12.49,2019-05-10
3,8459017298,工业用机械，重量不超过165单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,68.35,2019-05-10
3,6466568219,鞋靴、护腿和类似品及其零件相关产品，规格型号66568219,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,14.17,2019-05-10
3,6380464331,女式的T恤,其他纺织制成品,2018-09-24,10,25,94.58,2019-05-10
3,8421972391,农业用器具，功率不超过662单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,58.83,2019-05-10
3,9442060556,家具、寝具、灯具等相关产品，规格型号42060556,家具、寝具、灯具等,2018-09-24,10,25,98.25,2019-05-10
3,6211291337,男式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,92.02,2019-05-10
3,6308658091,男式的T恤,其他纺织制成品,2018-09-24,10,25,51.52,2019-05-10
3,4492746869,木及木制品相关产品，规格型号92746869,木及木制品,2018-09-24,10,25,33.3,2019-05-10
3,7373862079,钢铁制品相关产品，规格型号73862079,钢铁制品,2018-09-24,10,25,28.24,2019-05-10
3,6450826893,鞋靴、护腿和类似品及其零件相关产品，规格型号50826893,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,96.85,2019-05-10
3,8431422075,商用用机械，重量不超过357单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,53.09,2019-05-10
3,4826655689,纸及纸板相关产品，规格型号26655689,纸及纸板,2018-09-24,10,25,28.99,2019-05-10
3,6241847882,儿童的裤子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,46.93,2019-05-10
3,9454614633,家具、寝具、灯具等相关产品，规格型号54614633,家具、寝具、灯具等,2018-09-24,10,25,42.13,2019-05-10
3,6277313664,女式的裙子,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,53.67,2019-05-10
3,4447891496,木及木制品相关产品，规格型号47891496,木及木制品,2018-09-24,10,25,79.67,2019-05-10
3,8572761915,通信设备，用于民用,电机、电气设备及其零件,2018-09-24,10,25,37.9,2019-05-10
3,8447778951,商用用器具，尺寸不超过901单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,78.37,2019-05-10
3,6363193243,儿童的裤子,其他纺织制成品,2018-09-24,10,25,33.84,2019-05-10
3,4416415590,木及木制品相关产品，规格型号16415590,木及木制品,2018-09-24,10,25,33.13,2019-05-10
3,8550271381,电子设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,26.19,2019-05-10
3,4873063455,纸及纸板相关产品，规格型号73063455,纸及纸板,2018-09-24,10,25,87.32,2019-05-10
3,8445392194,农业用器具，功率不超过743单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,79.04,2019-05-10
3,6478143778,鞋靴、护腿和类似品及其零件相关产品，规格型号78143778,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,50.2,2019-05-10
3,6488842661,鞋靴、护腿和类似品及其零件相关产品，规格型号88842661,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,77.58,2019-05-10
3,4801101658,纸及纸板相关产品，规格型号01101658,纸及纸板,2018-09-24,10,25,64.18,2019-05-10
3,6349520911,男式的T恤,其他纺织制成品,2018-09-24,10,25,88.15,2019-05-10
3,8441461911,商用用机械，尺寸不超过114单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,54.66,2019-05-10
3,6464951899,鞋靴、护腿和类似品及其零件相关产品，规格型号64951899,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,80.34,2019-05-10
3,6261107754,女式的外套,非针织或非钩编的服装及衣着附件,2018-09-24,10,25,3.38,2019-05-10
3,6482730107,鞋靴、护腿和类似品及其零件相关产品，规格型号82730107,鞋靴、护腿和类似品及其零件,2018-09-24,10,25,45.44,2019-05-10
3,8486511993,商用用器具，尺寸不超过511单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,15.57,2019-05-10
3,4250084948,皮革制品相关产品，规格型号50084948,皮革制品,2018-09-24,10,25,19.15,2019-05-10
3,4299987638,皮革制品相关产品，规格型号99987638,皮革制品,2018-09-24,10,25,22.66,2019-05-10
3,4229492799,皮革制品相关产品，规格型号29492799,皮革制品,2018-09-24,10,25,72.79,2019-05-10
3,9458381145,家具、寝具、灯具等相关产品，规格型号58381145,家具、寝具、灯具等,2018-09-24,10,25,69.58,2019-05-10
3,8572060500,通信设备，用于工业,电机、电气设备及其零件,2018-09-24,10,25,43.54,2019-05-10
3,8446029882,工业用机械，重量不超过733单位,核反应堆、锅炉、机械器具及零件,2018-09-24,10,25,26.43,2019-05-10
